,0,1,2
630,201,769,-1
631,201,770,-1
632,201,772,-1
633,201,748,-1
634,201,747,-1
635,201,746,-1
636,201,745,-1
637,201,720,-1
638,201,721,-1
639,201,723,-1
640,201,724,-1
641,201,725,-1
642,201,726,-1
643,201,728,-1
644,201,729,-1
645,201,730,-1
646,201,717,-1
647,201,731,-1
648,201,734,-1
649,201,735,-1
650,201,736,-1
651,201,738,-1
652,201,739,-1
653,201,740,-1
654,201,741,-1
655,201,742,-1
656,201,744,-1
657,201,732,-1
658,201,652,-1
659,201,651,-1
660,201,650,-1
661,200,776,-1
662,200,777,-1
663,200,779,-1
664,200,781,-1
665,200,783,-1
666,200,784,-1
667,200,786,-1
668,200,787,-1
669,201,568,-1
670,201,569,-1
671,201,570,-1
672,201,571,-1
673,201,572,-1
674,201,573,-1
675,201,576,-1
676,201,577,-1
677,201,578,-1
678,201,580,-1
679,201,581,-1
680,200,774,-1
681,200,773,-1
682,200,772,-1
683,200,771,-1
684,200,739,-1
685,200,740,-1
686,200,743,-1
687,200,745,-1
688,200,746,-1
689,200,748,-1
690,200,749,-1
691,200,753,-1
692,200,755,-1
693,201,582,-1
694,200,758,-1
695,200,760,-1
696,200,761,-1
697,200,762,-1
698,200,763,-1
699,200,764,-1
700,200,765,-1
701,200,767,-1
702,200,768,-1
703,200,770,-1
704,200,759,-1
705,201,583,-1
706,201,584,-1
707,201,586,-1
708,201,619,-1
709,201,620,-1
710,201,621,-1
711,201,622,-1
712,201,623,-1
713,201,626,-1
714,201,629,-1
715,201,630,-1
716,201,631,-1
717,201,618,-1
718,201,633,-1
719,201,636,-1
720,201,640,-1
721,201,641,-1
722,201,642,-1
723,201,643,-1
724,201,645,-1
725,201,646,-1
726,201,647,-1
727,201,648,-1
728,201,634,-1
729,200,737,-1
730,201,617,-1
731,201,615,-1
732,201,587,-1
733,201,588,-1
734,201,589,-1
735,201,590,-1
736,201,591,-1
737,201,592,-1
738,201,594,-1
739,201,595,-1
740,201,598,-1
741,201,616,-1
742,201,599,-1
743,201,601,-1
744,201,602,-1
745,201,603,-1
746,201,606,-1
747,201,607,-1
748,201,608,-1
749,201,609,-1
750,201,612,-1
751,201,613,-1
752,201,600,-1
753,199,701,-1
754,204,734,-1
755,204,736,-1
756,207,751,-1
757,207,753,-1
758,207,754,-1
759,207,755,-1
760,207,758,-1
761,207,759,-1
762,207,760,-1
763,207,761,-1
764,207,764,-1
765,207,765,-1
766,207,767,-1
767,207,770,-1
768,207,773,-1
769,207,774,-1
770,207,775,-1
771,207,776,-1
772,207,777,-1
773,207,778,-1
774,207,780,-1
775,207,748,-1
776,207,746,-1
777,207,745,-1
778,207,742,-1
779,207,710,-1
780,207,711,-1
781,207,712,-1
782,207,714,-1
783,207,715,-1
784,207,718,-1
785,207,720,-1
786,207,723,-1
787,207,725,-1
788,207,781,-1
789,207,728,-1
790,207,730,-1
791,207,731,-1
792,207,732,-1
793,207,734,-1
794,207,735,-1
795,207,736,-1
796,207,738,-1
797,207,739,-1
798,207,740,-1
799,207,729,-1
800,207,709,-1
801,207,783,-1
802,207,786,-1
803,208,606,-1
804,208,607,-1
805,208,608,-1
806,208,611,-1
807,208,612,-1
808,208,613,-1
809,208,623,-1
810,208,628,-1
811,208,629,-1
812,208,630,-1
813,208,631,-1
814,208,634,-1
815,208,636,-1
816,208,641,-1
817,208,642,-1
818,208,643,-1
819,208,644,-1
820,208,645,-1
821,208,646,-1
822,208,603,-1
823,208,601,-1
824,208,599,-1
825,208,598,-1
826,207,787,-1
827,207,788,-1
828,208,568,-1
829,208,569,-1
830,208,571,-1
831,208,572,-1
832,208,573,-1
833,208,574,-1
834,208,576,-1
835,207,784,-1
836,208,577,-1
837,208,582,-1
838,208,583,-1
839,208,586,-1
840,208,588,-1
841,208,589,-1
842,208,592,-1
843,208,594,-1
844,208,595,-1
845,208,597,-1
846,208,578,-1
847,208,648,-1
848,207,705,-1
849,207,703,-1
850,207,592,-1
851,207,594,-1
852,207,595,-1
853,207,597,-1
854,207,598,-1
855,207,599,-1
856,207,600,-1
857,207,601,-1
858,207,603,-1
859,207,606,-1
860,207,607,-1
861,207,608,-1
862,207,612,-1
863,207,613,-1
864,207,623,-1
865,207,626,-1
866,207,628,-1
867,207,629,-1
868,207,630,-1
869,207,589,-1
870,207,588,-1
871,207,586,-1
872,207,583,-1
873,206,773,-1
874,206,774,-1
875,206,776,-1
876,206,777,-1
877,206,778,-1
878,206,779,-1
879,206,780,-1
880,206,785,-1
881,206,786,-1
882,207,631,-1
883,206,788,-1
884,207,568,-1
885,207,569,-1
886,207,571,-1
887,207,572,-1
888,207,573,-1
889,207,576,-1
890,207,577,-1
891,207,578,-1
892,207,582,-1
893,206,789,-1
894,207,704,-1
895,207,634,-1
896,207,641,-1
897,207,675,-1
898,207,678,-1
899,207,679,-1
900,207,680,-1
901,207,681,-1
902,207,682,-1
903,207,684,-1
904,207,688,-1
905,207,689,-1
906,207,690,-1
907,207,691,-1
908,207,692,-1
909,207,693,-1
910,207,694,-1
911,207,695,-1
912,207,697,-1
913,207,699,-1
914,207,700,-1
915,207,701,-1
916,207,674,-1
917,207,672,-1
918,207,671,-1
919,207,670,-1
920,207,642,-1
921,207,643,-1
922,207,644,-1
923,207,645,-1
924,207,646,-1
925,207,648,-1
926,207,650,-1
927,207,651,-1
928,207,652,-1
929,207,636,-1
930,207,653,-1
931,207,656,-1
932,207,657,-1
933,207,658,-1
934,207,659,-1
935,207,660,-1
936,207,661,-1
937,207,664,-1
938,207,665,-1
939,207,669,-1
940,207,655,-1
941,208,650,-1
942,208,651,-1
943,208,652,-1
944,209,597,-1
945,209,598,-1
946,209,599,-1
947,209,600,-1
948,209,601,-1
949,209,602,-1
950,209,603,-1
951,209,604,-1
952,209,605,-1
953,209,606,-1
954,209,607,-1
955,209,608,-1
956,209,609,-1
957,209,610,-1
958,209,611,-1
959,209,612,-1
960,209,613,-1
961,209,614,-1
962,209,615,-1
963,209,596,-1
964,209,595,-1
965,209,594,-1
966,209,593,-1
967,209,573,-1
968,209,574,-1
969,209,575,-1
970,209,576,-1
971,209,577,-1
972,209,578,-1
973,209,579,-1
974,209,580,-1
975,209,581,-1
976,209,616,-1
977,209,582,-1
978,209,584,-1
979,209,585,-1
980,209,586,-1
981,209,587,-1
982,209,588,-1
983,209,589,-1
984,209,590,-1
985,209,591,-1
986,209,592,-1
987,209,583,-1
988,209,572,-1
989,209,617,-1
990,209,619,-1
991,209,644,-1
992,209,645,-1
993,209,646,-1
994,209,647,-1
995,209,648,-1
996,209,649,-1
997,209,650,-1
998,209,651,-1
999,209,652,-1
1000,209,653,-1
1001,209,654,-1
1002,209,655,-1
1003,209,656,-1
1004,209,658,-1
1005,209,659,-1
1006,209,660,-1
1007,209,661,-1
1008,209,663,-1
1009,209,664,-1
1010,209,643,-1
1011,209,642,-1
1012,209,641,-1
1013,209,640,-1
1014,209,620,-1
1015,209,621,-1
1016,209,622,-1
1017,209,623,-1
1018,209,624,-1
1019,209,625,-1
1020,209,626,-1
1021,209,627,-1
1022,209,628,-1
1023,209,618,-1
1024,209,629,-1
1025,209,631,-1
1026,209,632,-1
1027,209,633,-1
1028,209,634,-1
1029,209,635,-1
1030,209,636,-1
1031,209,637,-1
1032,209,638,-1
1033,209,639,-1
1034,209,630,-1
1035,209,571,-1
1036,209,570,-1
1037,209,569,-1
1038,208,689,-1
1039,208,690,-1
1040,208,691,-1
1041,208,692,-1
1042,208,693,-1
1043,208,694,-1
1044,208,695,-1
1045,208,699,-1
1046,208,700,-1
1047,208,701,-1
1048,208,703,-1
1049,208,704,-1
1050,208,705,-1
1051,208,709,-1
1052,208,710,-1
1053,208,711,-1
1054,208,712,-1
1055,208,714,-1
1056,208,715,-1
1057,208,688,-1
1058,208,686,-1
1059,208,684,-1
1060,208,683,-1
1061,208,653,-1
1062,208,655,-1
1063,208,656,-1
1064,208,657,-1
1065,208,658,-1
1066,208,659,-1
1067,208,660,-1
1068,208,661,-1
1069,208,662,-1
1070,208,718,-1
1071,208,664,-1
1072,208,670,-1
1073,208,671,-1
1074,208,672,-1
1075,208,674,-1
1076,208,675,-1
1077,208,678,-1
1078,208,679,-1
1079,208,680,-1
1080,208,682,-1
1081,208,669,-1
1082,208,720,-1
1083,208,723,-1
1084,208,725,-1
1085,208,764,-1
1086,208,765,-1
1087,208,767,-1
1088,208,769,-1
1089,208,770,-1
1090,208,773,-1
1091,208,774,-1
1092,208,775,-1
1093,208,776,-1
1094,208,761,-1
1095,208,777,-1
1096,208,780,-1
1097,208,781,-1
1098,208,783,-1
1099,208,784,-1
1100,208,786,-1
1101,208,787,-1
1102,208,788,-1
1103,208,789,-1
1104,209,568,-1
1105,208,778,-1
1106,206,772,-1
1107,208,760,-1
1108,208,758,-1
1109,208,726,-1
1110,208,728,-1
1111,208,729,-1
1112,208,730,-1
1113,208,731,-1
1114,208,732,-1
1115,208,734,-1
1116,208,735,-1
1117,208,736,-1
1118,208,759,-1
1119,208,738,-1
1120,208,740,-1
1121,208,742,-1
1122,208,745,-1
1123,208,746,-1
1124,208,748,-1
1125,208,751,-1
1126,208,753,-1
1127,208,754,-1
1128,208,755,-1
1129,208,739,-1
1130,206,771,-1
1131,206,770,-1
1132,206,767,-1
1133,205,653,-1
1134,205,655,-1
1135,205,656,-1
1136,205,657,-1
1137,205,658,-1
1138,205,659,-1
1139,205,660,-1
1140,205,661,-1
1141,205,663,-1
1142,205,664,-1
1143,205,665,-1
1144,205,666,-1
1145,205,667,-1
1146,205,668,-1
1147,205,669,-1
1148,205,670,-1
1149,205,671,-1
1150,205,672,-1
1151,205,673,-1
1152,205,652,-1
1153,205,650,-1
1154,205,649,-1
1155,205,648,-1
1156,205,627,-1
1157,205,629,-1
1158,205,630,-1
1159,205,631,-1
1160,205,632,-1
1161,205,633,-1
1162,205,634,-1
1163,205,635,-1
1164,205,636,-1
1165,205,674,-1
1166,205,637,-1
1167,205,639,-1
1168,205,640,-1
1169,205,641,-1
1170,205,642,-1
1171,205,643,-1
1172,205,644,-1
1173,205,645,-1
1174,205,646,-1
1175,205,647,-1
1176,205,638,-1
1177,205,626,-1
1178,205,675,-1
1179,205,677,-1
1180,205,703,-1
1181,205,704,-1
1182,205,706,-1
1183,205,707,-1
1184,205,708,-1
1185,205,709,-1
1186,205,710,-1
1187,205,711,-1
1188,205,712,-1
1189,205,713,-1
1190,205,714,-1
1191,205,715,-1
1192,205,716,-1
1193,205,717,-1
1194,205,718,-1
1195,205,719,-1
1196,205,720,-1
1197,205,721,-1
1198,205,722,-1
1199,205,702,-1
1200,205,701,-1
1201,205,700,-1
1202,205,699,-1
1203,205,678,-1
1204,205,679,-1
1205,205,680,-1
1206,205,681,-1
1207,205,682,-1
1208,205,683,-1
1209,205,684,-1
1210,205,685,-1
1211,205,686,-1
1212,205,676,-1
1213,205,687,-1
1214,205,689,-1
1215,205,690,-1
1216,205,691,-1
1217,205,692,-1
1218,205,694,-1
1219,205,695,-1
1220,205,696,-1
1221,205,697,-1
1222,205,698,-1
1223,205,688,-1
1224,205,625,-1
1225,205,624,-1
1226,205,623,-1
1227,204,770,-1
1228,204,775,-1
1229,204,776,-1
1230,204,777,-1
1231,204,778,-1
1232,204,780,-1
1233,204,781,-1
1234,204,783,-1
1235,204,784,-1
1236,204,785,-1
1237,204,786,-1
1238,204,788,-1
1239,204,789,-1
1240,205,568,-1
1241,205,569,-1
1242,205,570,-1
1243,205,571,-1
1244,205,572,-1
1245,205,573,-1
1246,204,769,-1
1247,204,767,-1
1248,204,766,-1
1249,204,765,-1
1250,204,738,-1
1251,204,739,-1
1252,204,740,-1
1253,204,741,-1
1254,204,742,-1
1255,204,745,-1
1256,204,746,-1
1257,204,747,-1
1258,204,748,-1
1259,205,574,-1
1260,204,749,-1
1261,204,751,-1
1262,204,752,-1
1263,204,753,-1
1264,204,754,-1
1265,204,755,-1
1266,204,758,-1
1267,204,759,-1
1268,204,760,-1
1269,204,761,-1
1270,204,750,-1
1271,205,575,-1
1272,205,576,-1
1273,205,577,-1
1274,205,603,-1
1275,205,604,-1
1276,205,605,-1
1277,205,606,-1
1278,205,607,-1
1279,205,608,-1
1280,205,609,-1
1281,205,610,-1
1282,205,611,-1
1283,205,602,-1
1284,205,612,-1
1285,205,614,-1
1286,205,615,-1
1287,205,616,-1
1288,205,617,-1
1289,205,618,-1
1290,205,619,-1
1291,205,620,-1
1292,205,621,-1
1293,205,622,-1
1294,205,613,-1
1295,205,723,-1
1296,205,600,-1
1297,205,598,-1
1298,205,578,-1
1299,205,579,-1
1300,205,580,-1
1301,205,581,-1
1302,205,582,-1
1303,205,583,-1
1304,205,584,-1
1305,205,585,-1
1306,205,586,-1
1307,205,599,-1
1308,205,587,-1
1309,205,589,-1
1310,205,590,-1
1311,205,591,-1
1312,205,592,-1
1313,205,593,-1
1314,205,594,-1
1315,205,595,-1
1316,205,596,-1
1317,205,597,-1
1318,205,588,-1
1319,204,735,-1
1320,205,724,-1
1321,205,727,-1
1322,206,666,-1
1323,206,667,-1
1324,206,669,-1
1325,206,670,-1
1326,206,672,-1
1327,206,673,-1
1328,206,674,-1
1329,206,675,-1
1330,206,676,-1
1331,206,677,-1
1332,206,678,-1
1333,206,681,-1
1334,206,682,-1
1335,206,683,-1
1336,206,684,-1
1337,206,685,-1
1338,206,690,-1
1339,206,692,-1
1340,206,694,-1
1341,206,664,-1
1342,206,661,-1
1343,206,659,-1
1344,206,657,-1
1345,206,623,-1
1346,206,624,-1
1347,206,625,-1
1348,206,626,-1
1349,206,627,-1
1350,206,628,-1
1351,206,632,-1
1352,206,634,-1
1353,206,636,-1
1354,206,695,-1
1355,206,637,-1
1356,206,641,-1
1357,206,643,-1
1358,206,646,-1
1359,206,648,-1
1360,206,649,-1
1361,206,650,-1
1362,206,652,-1
1363,206,653,-1
1364,206,655,-1
1365,206,638,-1
1366,206,622,-1
1367,206,696,-1
1368,206,701,-1
1369,206,737,-1
1370,206,739,-1
1371,206,740,-1
1372,206,742,-1
1373,206,743,-1
1374,206,745,-1
1375,206,746,-1
1376,206,748,-1
1377,206,749,-1
1378,206,751,-1
1379,206,753,-1
1380,206,754,-1
1381,206,755,-1
1382,206,758,-1
1383,206,759,-1
1384,206,760,-1
1385,206,762,-1
1386,206,764,-1
1387,206,765,-1
1388,206,736,-1
1389,206,734,-1
1390,206,732,-1
1391,206,731,-1
1392,206,702,-1
1393,206,703,-1
1394,206,705,-1
1395,206,706,-1
1396,206,707,-1
1397,206,708,-1
1398,206,709,-1
1399,206,710,-1
1400,206,711,-1
1401,206,698,-1
1402,206,712,-1
1403,206,715,-1
1404,206,718,-1
1405,206,720,-1
1406,206,722,-1
1407,206,723,-1
1408,206,727,-1
1409,206,728,-1
1410,206,729,-1
1411,206,730,-1
1412,206,714,-1
1413,206,621,-1
1414,206,617,-1
1415,206,616,-1
1416,205,752,-1
1417,205,753,-1
1418,205,754,-1
1419,205,755,-1
1420,205,756,-1
1421,205,757,-1
1422,205,758,-1
1423,205,759,-1
1424,205,760,-1
1425,205,761,-1
1426,205,762,-1
1427,205,763,-1
1428,205,764,-1
1429,205,765,-1
1430,205,766,-1
1431,205,767,-1
1432,205,768,-1
1433,205,769,-1
1434,205,770,-1
1435,205,751,-1
1436,205,750,-1
1437,205,749,-1
1438,205,748,-1
1439,205,728,-1
1440,205,729,-1
1441,205,730,-1
1442,205,731,-1
1443,205,732,-1
1444,205,733,-1
1445,205,734,-1
1446,205,735,-1
1447,205,736,-1
1448,205,771,-1
1449,205,737,-1
1450,205,739,-1
1451,205,740,-1
1452,205,741,-1
1453,205,742,-1
1454,205,743,-1
1455,205,744,-1
1456,205,745,-1
1457,205,746,-1
1458,205,747,-1
1459,205,738,-1
1460,205,772,-1
1461,205,773,-1
1462,205,774,-1
1463,206,583,-1
1464,206,585,-1
1465,206,588,-1
1466,206,589,-1
1467,206,592,-1
1468,206,593,-1
1469,206,595,-1
1470,206,597,-1
1471,206,598,-1
1472,206,582,-1
1473,206,599,-1
1474,206,602,-1
1475,206,603,-1
1476,206,605,-1
1477,206,606,-1
1478,206,607,-1
1479,206,608,-1
1480,206,609,-1
1481,206,611,-1
1482,206,612,-1
1483,206,601,-1
1484,205,725,-1
1485,206,578,-1
1486,206,575,-1
1487,205,775,-1
1488,205,776,-1
1489,205,777,-1
1490,205,778,-1
1491,205,779,-1
1492,205,780,-1
1493,205,781,-1
1494,205,782,-1
1495,205,783,-1
1496,206,576,-1
1497,205,784,-1
